Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones,Ganancia Bruta,Ganancia Neta,Porcentaje de Ganancia
745,3,Plato_7,Descripción del Plato_7,14,24,2,9,Ninguna,48,20,42.00%
745,3,Plato_1,Descripción del Plato_1,15,25,2,23,Ninguna,50,20,40.00%
745,3,Plato_6,Descripción del Plato_6,16,27,3,7,Sin cebolla,81,33,41.00%
746,13,Plato_8,Descripción del Plato_8,21,35,3,34,Ninguna,105,42,40.00%
746,13,Plato_15,Descripción del Plato_15,19,32,3,43,Ninguna,96,39,41.00%
747,16,Plato_1,Descripción del Plato_1,15,25,1,28,Ninguna,25,10,40.00%
748,2,Plato_15,Descripción del Plato_15,19,32,1,5,Sin cebolla,32,13,41.00%
748,2,Plato_10,Descripción del Plato_10,15,26,3,32,Ninguna,78,33,42.00%
749,1,Plato_8,Descripción del Plato_8,21,35,2,8,Ninguna,70,28,40.00%
750,6,Plato_17,Descripción del Plato_17,19,31,3,47,Ninguna,93,36,39.00%
750,6,Plato_10,Descripción del Plato_10,15,26,1,39,Ninguna,26,11,42.00%
751,17,Plato_9,Descripción del Plato_9,17,29,1,37,Ninguna,29,12,41.00%
751,17,Plato_1,Descripción del Plato_1,15,25,3,31,Sin cebolla,75,30,40.00%
751,17,Plato_5,Descripción del Plato_5,13,22,3,19,Ninguna,66,27,41.00%
752,3,Plato_2,Descripción del Plato_2,18,30,2,30,Sin cebolla,60,24,40.00%
753,11,Plato_15,Descripción del Plato_15,19,32,1,35,Sin cebolla,32,13,41.00%
753,11,Plato_14,Descripción del Plato_14,14,23,1,23,Sin cebolla,23,9,39.00%
753,11,Plato_7,Descripción del Plato_7,14,24,3,24,Ninguna,72,30,42.00%
753,11,Plato_19,Descripción del Plato_19,22,36,1,46,Ninguna,36,14,39.00%
754,8,Plato_7,Descripción del Plato_7,14,24,3,26,Ninguna,72,30,42.00%
754,8,Plato_6,Descripción del Plato_6,16,27,3,11,Sin cebolla,81,33,41.00%
754,8,Plato_16,Descripción del Plato_16,16,28,3,52,Ninguna,84,36,43.00%
755,12,Plato_13,Descripción del Plato_13,13,21,1,6,Ninguna,21,8,38.00%
755,12,Plato_1,Descripción del Plato_1,15,25,3,37,Ninguna,75,30,40.00%
755,12,Plato_12,Descripción del Plato_12,11,19,3,46,Ninguna,57,24,42.00%
755,12,Plato_9,Descripción del Plato_9,17,29,2,20,Sin cebolla,58,24,41.00%
756,11,Plato_17,Descripción del Plato_17,19,31,1,21,Ninguna,31,12,39.00%
756,11,Plato_12,Descripción del Plato_12,11,19,1,13,Ninguna,19,8,42.00%
757,3,Plato_2,Descripción del Plato_2,18,30,2,40,Ninguna,60,24,40.00%
758,18,Plato_2,Descripción del Plato_2,18,30,1,32,Ninguna,30,12,40.00%
758,18,Plato_5,Descripción del Plato_5,13,22,1,9,Sin cebolla,22,9,41.00%
759,20,Plato_11,Descripción del Plato_11,20,33,3,48,Ninguna,99,39,39.00%
759,20,Plato_6,Descripción del Plato_6,16,27,3,51,Ninguna,81,33,41.00%
759,20,Plato_1,Descripción del Plato_1,15,25,3,41,Ninguna,75,30,40.00%
759,20,Plato_9,Descripción del Plato_9,17,29,3,56,Sin cebolla,87,36,41.00%
760,5,Plato_8,Descripción del Plato_8,21,35,3,20,Ninguna,105,42,40.00%
761,4,Plato_7,Descripción del Plato_7,14,24,3,54,Sin cebolla,72,30,42.00%
761,4,Plato_16,Descripción del Plato_16,16,28,2,20,Ninguna,56,24,43.00%
761,4,Plato_14,Descripción del Plato_14,14,23,2,28,Ninguna,46,18,39.00%
762,4,Plato_13,Descripción del Plato_13,13,21,1,20,Sin cebolla,21,8,38.00%
762,4,Plato_10,Descripción del Plato_10,15,26,3,9,Ninguna,78,33,42.00%
763,18,Plato_11,Descripción del Plato_11,20,33,2,14,Sin cebolla,66,26,39.00%
763,18,Plato_12,Descripción del Plato_12,11,19,2,18,Sin cebolla,38,16,42.00%
764,20,Plato_6,Descripción del Plato_6,16,27,1,53,Ninguna,27,11,41.00%
764,20,Plato_18,Descripción del Plato_18,20,34,1,24,Ninguna,34,14,41.00%
764,20,Plato_7,Descripción del Plato_7,14,24,1,35,Ninguna,24,10,42.00%
765,20,Plato_10,Descripción del Plato_10,15,26,3,55,Sin cebolla,78,33,42.00%
765,20,Plato_16,Descripción del Plato_16,16,28,2,14,Ninguna,56,24,43.00%
765,20,Plato_13,Descripción del Plato_13,13,21,3,52,Ninguna,63,24,38.00%
765,20,Plato_19,Descripción del Plato_19,22,36,1,43,Ninguna,36,14,39.00%
766,17,Plato_2,Descripción del Plato_2,18,30,2,52,Ninguna,60,24,40.00%
766,17,Plato_12,Descripción del Plato_12,11,19,1,59,Ninguna,19,8,42.00%
766,17,Plato_3,Descripción del Plato_3,12,20,3,7,Ninguna,60,24,40.00%
766,17,Plato_14,Descripción del Plato_14,14,23,2,16,Sin cebolla,46,18,39.00%
767,10,Plato_9,Descripción del Plato_9,17,29,2,12,Sin cebolla,58,24,41.00%
767,10,Plato_7,Descripción del Plato_7,14,24,2,30,Sin cebolla,48,20,42.00%
767,10,Plato_13,Descripción del Plato_13,13,21,3,43,Sin cebolla,63,24,38.00%
